text,Rating,tokens
"good simply hotel good, staff friendly room small fair size considering central paris location, hotel near metro/rer station arc triomphe, room breakfast good probably not worth cost, in-room bar expensive nothing surprised, poor view inner courtyard wasn__Ç_é_ problem, lift slightly small people lift posed problem, summary hard fault hotel generally excellent, nothing exceptional place, looking good quality accommodation central paris good choice,  ",4,72
"definitely stay stayed hotel nights november 2007 definitely stay, room looked like recently redecorated stylish immaculately clean bathroom saw rest hotel, location wise n't beaten literally minute away metro arc d'triomphe lots shops cafes locally,  ",4,38
"gem stayed junior suite royal magda week october, room clean spacious, nice feet day touring.the staff helpful answered questions internet arrived.the location excellent, close metro 3 lines 1-1/2 blocks champs elysees.if return stay,  ",5,37
"wonderful gem, husband stayed lovely hotel recent business/pleasure trip paris, perfect location close including great cafes restaurants shopping city landmarks, hotel clean appears newly renovated rooms, bathroom modern convenience hair dryer bathrobes, staff desk friendly spoke english happily, definitely stay hotel trip paris,  ",5,50
"great pleased hotel not single negative comment, stayed mid-july teenage daughter friend hard consumers loved, price great location not better close street quiet, stayed suite tad small american standards immaculate incredibly comfortable, bathroom big shower better home, staff friendly helpful went way make sure needed, definitely stay recommended friends, oh small elevator mentions small modern fast,  ",5,64
"hidden cost reading reviews booked hotel 126 euros travelocity, got confirmation email travelocity charged extra 24 euros breakfast regardless wanted not cancelled reservations,  ",2,25
"great hotel stayed night hotel, wish stayed longer, 2 rooms standard junior suite, really clean comfortable, difference size, junior suite sofa better closet space, junior room overlooked courtyard, staff friendly helpful.the breakfast really nice choose fresh.the location great arc triomphe champs elysee, metro stop just end street convenienti definitely return hotel,  ",5,60
"great hotel strongly recommended, 2 adults 2 kids stayed night early june 2007 really liked, location arc triomphe perfect, staff friendly helpful, family room spacious paris standards, price good overall strongly recommend hotel,  ",5,39
"better expected just came 4 days paris wife 2 teenage boys say hotel better expected, 2 rooms 6th floor fearing worse heard horror stories parisian hotels really happy 2 clean comfortable rooms, hotel excellent location staff wonderful restaurant reservations arranged birthday cake wife.we certainly stay trip paris,  ",4,50
"perfect paris perfect paris.got details tripadvisor knew downsides small lift no problem just 2 door doesnt lock automaticaly, camplaint walls little not bad upsides location clean great staff close metro value money make excellent choice def stay,  ",4,39
"lovely hotel stayed 3 nights location ideal visiting sites away noisy traffic, sealed dg helped.our room en-suite immaculate tastefully decorated little bijou, small rooms usual paris opinion certainly not criticism, did n't try breakfast ca n't comment there.the criticism walls quite hear door going business, personal complaint not used it.overall nice helpful friendly staff,  ",4,59
"great location royal magda located blocks metro champs elysees, room little small clean, staff friendly helpful, stay,  ",4,21
"great charme hotel lot charme located perfect spot close main shopping area main monuments time quiet away tourist crowd, deluxe room confortable clean, did n't ironing board, staff helpful friendly organised impeccable trips siena san giminiano outlet outside florence wife happy, recommende great restaurants la giostra buca mario, restaurant hotel nice alternative lloking quiet alternative excellent quality price, breakfast abundant free, great charming hotel decide spend romantic w-end florence,  ",5,77
"pleasant comfortable modern managed hotel friendly efficient service, n't use plastic throw-away cups providing room service,  ",4,18
"montebello splendid, recently enjoyed 3 night stay montebello splendid celebrate 30th wedding anniversay, management kindly gave free room upgrade large room nice balcony included beautiful fruit platter.the staff charming helpful stay no hesitation recommending hotel friends.nearby restaurant il profeta recommended.james pat morganyorkshire uk,  ",5,46
"i__ll, expectations good value money, lovely elegant hotel tastefull decoration, great breakfast overall good service, clean,  ",5,21
"5 star experience spent 2 nights montebello splendid thoroughly enjoyed experience, rroms comfortable furbished excellent attention, staff professional courteous, breakfast class, felt money spent ain pursuit luxuey spent,  ",5,33
"not enought spend night business trip, 5 stars hotel building forniture 3 stars hotel service position, room nice big clean 2 floor people really rude receptionist speak loudly phone scared car exiting box believe 5 stars far away place,  ",3,42
"beautiful hotel florence beautiful city great hotel, nice quite neighborhood, walking distance interesting areas close good food, breakfast wonderful, staff helpful friendly, complaint bed room not camping cot, not comfortable teenage children, best food florence close armandos, staff directions,  ",4,48
"sea calm bustling city husband stayed week montebello wonderful stay, staff nice accomodating not middle tourist attractions 15 minute walk near good restaurants shopping areas, internet conection ability not greatest keyboard provided staff accomodating provided separate mouse greatly increased ease use, rooms smaller fenomenal compared european standards jacuzzi shower amazing long day sight seeing, highly recommend morning breakfast buffet start day look included rooms fares, romantic attentive definetly,  ",5,74
